query_id,query_text,docid,colbert_score,initial_score,combined_score,rank,method
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",1972584,4295.5107421875,-6.708463,3004.8449806312497,36,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",2260396,4273.859375,-4.776671,2990.2685612,37,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",32752900,4258.2626953125,-3.016999,2979.87878701875,38,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",53585771,4256.72509765625,-6.474471,2977.765227059375,39,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",12378113,4251.3642578125,-4.540844,2974.59272726875,40,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",967999,4241.6806640625,-5.53481,2967.5160218437495,41,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",5072584,4233.7841796875,-4.960335,2962.16082528125,42,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",60038313,4233.9111328125,-5.948586,2961.95321716875,43,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",27070728,4229.7490234375,-6.207672,2958.9620148062495,44,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",31915495,4227.484375,-6.177437,2957.3858314,45,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",1112746,4224.150390625,-5.576808,2955.2322310375,46,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",7275949,4221.4775390625,-4.587885,2953.65791184375,47,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",18643894,4221.9365234375,-5.947031,2953.5714571062495,48,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",61960060,4216.9033203125,-6.840454,2949.78018801875,49,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",56535308,4212.0439453125,-6.535648,2946.4700673187494,50,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",5645,4211.0966796875,-4.911844,2946.2941225812497,51,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",632099,4199.0849609375,-6.517028,2937.4043642562497,52,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",10431605,4191.74462890625,-5.405191,2932.599682934375,53,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",2192166,4191.67578125,-5.938481,2932.391502575,54,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",365989,4177.06103515625,-5.726394,2922.2248064093747,55,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",7618765,4173.58984375,-4.921938,2920.0363092249995,56,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",1172710,4172.134765625,-6.423155,2918.5673894374995,57,ColBERT
763,"Rare, surreal, dystopian film with experimental style, possibly Russian, from the 1960s or 1970s, featuring wide shots of a winter wilderness, strange color saturation, and unusual costumes.  It is extremely rare, with only one partial print available.  Similar to Stalker, el Topo, Holy Mountain, Alphaville, and Delicatessen, but with a unique blend of Kurosawa, Tarkovsky, and Lynch's styles.  Not found in ""best weird movies"" lists.  A true cult classic, possibly with only a handful of fans.  Similar to films listed",64126967,4158.7509765625,-6.117759,2909.2903558937496,58,ColBERT
